t_source [s],f50,f63,f80,f100,f125,f160,f200,f250,f315,f400,f500,f630,f800,f1000,f1250,f1600,f2000,f2500,f3150,f4000,f5000,f6300,f8000,f10000
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5.379545455,5.972727273,6.635909091,7.299090909,8.009090909,8.852272727,9.665454545,10.51863636,11.43863636,12.40863636,13.27863636,14.17863636,15.09863636,15.93863636,16.60863636,17.30545455,17.88227273,18.39909091,18.87909091,19.31590909,19.67272727,19.73,19.73,19.73
29.5,5.403030303,6.003030303,6.673787879,7.344545455,8.05530303,8.906060606,9.726060606,10.58606061,11.50681818,12.47757576,13.34757576,14.24757576,15.16757576,16.00681818,16.67681818,17.36606061,17.93530303,18.44530303,18.92454545,19.35378788,19.70227273,19.73,19.73,19.73
30,5.433333333,6.033333333,6.711666667,7.39,8.108333333,8.966666667,9.786666667,10.64666667,11.575,12.55333333,13.42333333,14.32333333,15.24333333,16.075,16.745,17.42666667,17.98833333,18.49833333,18.97,19.39166667,19.725,19.73,19.73,19.73
30.5,5.458,6.07,6.75,7.436,8.162,9.028,9.854,10.72,11.65,12.63,13.5,14.4,15.32,16.15,16.814,17.488,18.048,18.552,19.016,19.436,19.73,19.73,19.73,19.73
31,5.488181818,6.108181818,6.791818182,7.485454545,8.219090909,9.092727273,9.926363636,10.79636364,11.72636364,12.71,13.58,14.48,15.39636364,16.23,16.88636364,17.55272727,18.10909091,18.60545455,19.06181818,19.47818182,19.73,19.73,19.73,19.73
31.5,5.524923077,6.146153846,6.838615385,7.538615385,8.281076923,9.161076923,10.00230769,10.87353846,11.80476923,12.79353846,13.66476923,14.56353846,15.47353846,16.31230769,16.96230769,17.62230769,18.17107692,18.65984615,19.10861538,19.51738462,19.73,19.73,19.73,19.73
32,5.555692308,6.184615385,6.892461538,7.592461538,8.350307692,9.230307692,10.07923077,10.95815385,11.89707692,12.87815385,13.75707692,14.64815385,15.55815385,16.38923077,17.03923077,17.69923077,18.24030769,18.72138462,19.16246154,19.56353846,19.73,19.73,19.73,19.73
32.5,5.592575758,6.229090909,6.945606061,7.652121212,8.418636364,9.305151515,10.16166667,11.04166667,11.98818182,12.96818182,13.84818182,14.73818182,15.64818182,16.47818182,17.12818182,17.77515152,18.30863636,18.78212121,19.21560606,19.60909091,19.73,19.73,19.73,19.73
33,5.634923077,6.279076923,6.999076923,7.717384615,8.491538462,9.385692308,10.24569231,11.134,12.084,13.064,13.944,14.834,15.744,16.56984615,17.21569231,17.85569231,18.37738462,18.84738462,19.27323077,19.65907692,19.73,19.73,19.73,19.73
33.5,5.680909091,6.332727273,7.056363636,7.788181818,8.568181818,9.471818182,10.33363636,11.23363636,12.18545455,13.16545455,14.04545455,14.93545455,15.84363636,16.66363636,17.30363636,17.94,18.45,18.91636364,19.33454545,19.70545455,19.73,19.73,19.73,19.73
34,5.726363636,6.385757576,7.124545455,7.863939394,8.643939394,9.562727273,10.43212121,11.33212121,12.29151515,13.27151515,14.15151515,15.04151515,15.94212121,16.76212121,17.40212121,18.02333333,18.53333333,18.98454545,19.39515152,19.72818182,19.73,19.73,19.73,19.73
34.5,5.772461538,6.446615385,7.193692308,7.940769231,8.734923077,9.662,10.53907692,11.43907692,12.40615385,13.38615385,14.26615385,15.15615385,16.05615385,16.86907692,17.502,18.11492308,18.61076923,19.05369231,19.45661538,19.73,19.73,19.73,19.73,19.73
35,5.828153846,6.512923077,7.267692308,8.027230769,8.832,9.766769231,10.65153846,11.55630769,12.52630769,13.50630769,14.38153846,15.27153846,16.17153846,16.98153846,17.61153846,18.212,18.69723077,19.12769231,19.52292308,19.73,19.73,19.73,19.73,19.73
35.5,5.889393939,6.581818182,7.349090909,8.121515152,8.933939394,9.876363636,10.76878788,11.68121212,12.65121212,13.63363636,14.50121212,15.39121212,16.28878788,17.09636364,17.72636364,18.31393939,18.78909091,19.20666667,19.59181818,19.73,19.73,19.73,19.73,19.73
36,5.95,6.65,7.44,8.22,9.04,9.99,10.89,11.81,12.78,13.77,14.63,15.52,16.41,17.21,17.84,18.42,18.88,19.29,19.66,19.73,19.73,19.73,19.73,19.73
36.5,6.019230769,6.734615385,7.532307692,8.327692308,9.155384615,10.12076923,11.02076923,11.94846154,12.92615385,13.90846154,14.77615385,15.65846154,16.54076923,17.34076923,17.97076923,18.52769231,18.98,19.38230769,19.71384615,19.73,19.73,19.73,19.73,19.73
37,6.093846154,6.824615385,7.635384615,8.440769231,9.281538462,10.25692308,11.16230769,12.09769231,13.07769231,14.05769231,14.92230769,15.80230769,16.68230769,17.47692308,18.10153846,18.64615385,19.08538462,19.47461538,19.73,19.73,19.73,19.73,19.73,19.73
37.5,6.176923077,6.923076923,7.746153846,8.562307692,9.415384615,10.40153846,11.31461538,12.25461538,13.23769231,14.21461538,15.07461538,15.95153846,16.82846154,17.61538462,18.24153846,18.77230769,19.19615385,19.57,19.73,19.73,19.73,19.73,19.73,19.73
38,6.27015625,7.03171875,7.86328125,8.69484375,9.55640625,10.55640625,11.4771875,12.41796875,13.40796875,14.37796875,15.2371875,16.1071875,16.97640625,17.755625,18.395625,18.9040625,19.3125,19.66546875,19.73,19.73,19.73,19.73,19.73,19.73
38.5,6.37171875,7.14890625,7.99609375,8.84328125,9.72046875,10.72046875,11.6490625,12.59765625,13.58765625,14.55765625,15.4090625,16.2790625,17.14046875,17.911875,18.551875,19.0446875,19.4375,19.72015625,19.73,19.73,19.73,19.73,19.73,19.73
39,6.478307692,7.270923077,8.139846154,8.996153846,9.882461538,10.89507692,11.83138462,12.78138462,13.77769231,14.73507692,15.59138462,16.44876923,17.30876923,18.07246154,18.72507692,19.19615385,19.56723077,19.73,19.73,19.73,19.73,19.73,19.73,19.73
39.5,6.595,7.403125,8.29125,9.1553125,10.0534375,11.0775,12.0215625,12.9715625,13.9715625,14.9175,15.7734375,16.6234375,17.479375,18.2353125,18.9115625,19.359375,19.670625,19.73,19.73,19.73,19.73,19.73,19.73,19.73
40,6.72047619,7.544285714,8.446190476,9.32,10.23190476,11.26380952,12.21380952,13.16571429,14.16571429,15.10380952,15.95190476,16.8,17.64809524,18.39619048,19.09619048,19.53571429,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
40.5,6.847460317,7.687142857,8.596984127,9.486666667,10.40650794,11.44634921,12.39634921,13.35619048,14.35619048,15.28634921,16.12650794,16.96666667,17.8068254,18.54698413,19.24698413,19.72619048,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
41,6.952741935,7.792741935,8.710645161,9.608548387,10.52854839,11.57645161,12.52645161,13.48645161,14.48645161,15.40854839,16.24064516,17.08064516,17.91274194,18.64483871,19.34483871,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
41.5,6.993225806,7.830967742,8.748709677,9.644193548,10.56193548,11.59967742,12.54967742,13.50967742,14.49741935,15.41741935,16.24967742,17.08967742,17.91967742,18.65967742,19.26032258,19.65935484,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
42,6.867857143,7.67,8.552142857,9.413571429,10.31428571,11.32571429,12.26642857,13.21714286,14.19714286,15.11714286,15.96642857,16.81571429,17.655,18.33928571,18.81142857,19.27857143,19.62785714,19.73,19.73,19.73,19.73,19.73,19.73,19.73
42.5,6.378333333,7.078333333,7.848333333,8.62,9.44,10.38333333,11.27666667,12.19166667,13.14,14.07833333,14.94,15.81166667,16.64833333,17.275,17.85333333,18.42333333,18.89,19.29833333,19.66666667,19.73,19.73,19.73,19.73,19.73
43,5.5325,6.03,6.59,7.1525,7.7725,8.515,9.2425,10.0175,10.8675,11.75,12.5875,13.4725,14.305,15.06,15.775,16.53,17.165,17.7425,18.295,18.8,19.22,19.52,19.73,19.73
43.5,4.7125,4.99375,5.28875,5.58375,5.9025,6.285,6.68625,7.13,7.645,8.22875,8.83,9.50875,10.2425,10.98,11.735,12.6025,13.3875,14.15875,14.945,15.71875,16.4025,17.0725,17.70125,18.2325
44,4.291818182,4.449090909,4.587727273,4.695,4.800909091,4.905454545,4.998636364,5.081818182,5.180909091,5.287272727,5.393636364,5.514545455,5.67,5.842727273,6.051363636,6.336363636,6.63,6.985454545,7.401363636,7.893636364,8.404545455,8.994545455,9.645,10.29545455
44.5,4.24,4.38,4.51,4.6,4.68,4.75,4.8,4.84,4.87,4.89,4.91,4.91,4.91,4.91,4.92,4.92,4.92,4.93,4.94,4.94,4.95,4.97,4.99,5.01
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
