t_source [s],f50,f63,f80,f100,f125,f160,f200,f250,f315,f400,f500,f630,f800,f1000,f1250,f1600,f2000,f2500,f3150,f4000,f5000,f6300,f8000,f10000
77.35,5.661121366,6.20370284,6.80765856,7.420792543,8.081867494,8.873879243,9.645182455,10.46051057,11.35025224,12.24708503,13.10258453,13.99808404,14.82753153,15.56045141,16.25460674,16.96903129,17.57196839,18.11833692,18.634268,19.10019907,19.47052279,19.67013151,19.71849565,19.72977174
78.35,5.286063709,5.728635634,6.224622775,6.723797309,7.269994449,7.941212498,8.598077031,9.317530185,10.11229472,10.94754345,11.76555957,12.6250457,13.46340308,14.23900649,14.99250547,15.78684446,16.46530912,17.10336721,17.71513097,18.27836474,18.7589802,19.1805478,19.54453348,19.67347261
79.35,4.940829565,5.291443794,5.673319684,6.058297471,6.479748814,7.000971897,7.521315138,8.100820039,8.759063281,9.478976602,10.20701818,10.98955613,11.79932712,12.5775762,13.36033826,14.21180668,14.96009972,15.68288913,16.39657498,17.07618901,17.66173123,18.21689162,18.7327202,19.13507355
80.35,4.657110697,4.923998119,5.206962811,5.48609296,5.781084672,6.145124059,6.513907738,6.928768689,7.415501205,7.963475286,8.531498203,9.168945666,9.872031965,10.57706282,11.31849326,12.16181941,12.93867244,13.71115233,14.50171182,15.2897209,15.9883296,16.67396788,17.32978577,17.89618481
81.35,4.442039535,4.646419133,4.850416914,5.03587833,5.229989007,5.456584567,5.675361205,5.923056025,6.219400106,6.556143446,6.919404228,7.341551375,7.829165962,8.344616914,8.923001163,9.624654335,10.30410898,11.01961512,11.79225455,12.60482727,13.3680333,14.14502262,14.93299524,15.64585042
82.35,4.304332365,4.472895542,4.622783721,4.749763565,4.868117248,4.993935271,5.109027132,5.228577325,5.361601356,5.510215891,5.664387597,5.853050969,6.067321511,6.314483721,6.603406589,6.984172286,7.372773644,7.811568993,8.3235,8.913558335,9.50358566,10.15833197,10.87280563,11.56385543
83.35,3.794919048,3.930919048,4.043188095,4.135138095,4.212307143,4.28227619,4.337464286,4.383033333,4.431721429,4.468428571,4.503416667,4.53642381,4.570188095,4.613633333,4.663697619,4.738019048,4.809978571,4.897857143,5.002761905,5.13912381,5.276561905,5.44612619,5.649185715,5.856352381
84.35,0.444425,0.460175,0.47305,0.48355,0.492225,0.49985,0.50565,0.510125,0.514875,0.5178,0.52045,0.522325,0.523975,0.5264,0.5291,0.533675,0.53775,0.54315,0.54965,0.559075,0.56855,0.581225,0.597375,0.61435
85.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
